RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,% MADE,ATTEMPTS,PUTTS MADE,YEAR
94,94,Kevin Kisner,97,18.31,142,26,Y2016
95,95,Tyler Aldridge,83,18.18,132,24,Y2016
96,96,Luke List,79,18.1,105,19,Y2016
97,97,Chez Reavie,90,18.06,144,26,Y2016
98,98,Jimmy Walker,85,17.99,139,25,Y2016
99,99,James Hahn,85,17.97,128,23,Y2016
100,100,Si Woo Kim,113,17.95,195,35,Y2016
101,101,Robert Allenby,51,17.86,84,15,Y2016
102,102,Graham DeLaet,70,17.8,118,21,Y2016
103,103,Tony Finau,95,17.76,152,27,Y2016
104,104,Jhonattan Vegas,97,17.72,158,28,Y2016
105,105,D.H. Lee,61,17.65,102,18,Y2016
106,106,Will MacKenzie,84,17.52,137,24,Y2016
107,107,Matt Jones,83,17.5,120,21,Y2016
108,108,Colt Knost,90,17.39,138,24,Y2016
109,109,Lucas Glover,75,17.36,144,25,Y2016
110,110,Freddie Jacobson,86,17.33,150,26,Y2016
111,111,Francesco Molinari,64,17.31,104,18,Y2016
T112,T112,Keegan Bradley,82,17.27,139,24,Y2016
T112,T112,Robert Streb,87,17.27,139,24,Y2016
T112,T112,Boo Weekley,83,17.27,139,24,Y2016
T115,T115,Kevin Na,96,17.24,145,25,Y2016
T115,T115,Adam Scott,79,17.24,116,20,Y2016
117,117,Mark Wilson,66,17.2,93,16,Y2016
118,118,Jason Gore,78,17.14,105,18,Y2016
119,119,Padraig Harrington,54,16.92,65,11,Y2016
120,120,Greg Owen,85,16.91,136,23,Y2016
121,121,Scott Brown,88,16.89,148,25,Y2016
122,122,Kyle Stanley,92,16.88,160,27,Y2016
123,123,Whee Kim,82,16.8,125,21,Y2016
124,124,Camilo Villegas,83,16.51,109,18,Y2016
125,125,Brian Stuard,66,16.5,103,17,Y2016
T126,T126,Rod Pampling,54,16.44,73,12,Y2016
T126,T126,Dicky Pride,55,16.44,73,12,Y2016
128,128,Charles Howell III,91,16.41,128,21,Y2016
129,129,Ángel Cabrera,62,16.35,104,17,Y2016
130,130,Brendan Steele,88,16.3,135,22,Y2016
131,131,Andres Gonzales,80,16.28,129,21,Y2016
132,132,Webb Simpson,70,16.22,111,18,Y2016
133,133,Russell Henley,76,16.2,142,23,Y2016
134,134,Kevin Chappell,93,16.18,136,22,Y2016
135,135,Marc Leishman,89,16.15,130,21,Y2016
136,136,George McNeill,51,16.13,93,15,Y2016
137,137,Sung Kang,89,16.03,131,21,Y2016
T138,T138,Branden Grace,63,16,75,12,Y2016
T138,T138,Shane Lowry,57,16,75,12,Y2016
T138,T138,Jeff Overton,69,16,100,16,Y2016
141,141,Steven Bowditch,71,15.96,94,15,Y2016
142,142,Nick Taylor,83,15.94,138,22,Y2016
T143,T143,Ben Crane,80,15.79,133,21,Y2016
T143,T143,Derek Fathauer,94,15.79,152,24,Y2016
145,145,Anirban Lahiri,72,15.74,108,17,Y2016
146,146,Kyle Reifers,115,15.68,185,29,Y2016
147,147,Jason Dufner,105,15.59,186,29,Y2016
148,148,Harold Varner III,92,15.58,154,24,Y2016
T149,T149,Rickie Fowler,80,15.57,122,19,Y2016
T149,T149,Dawie van der Walt,72,15.57,122,19,Y2016
151,151,Michael Kim,100,15.54,148,23,Y2016
T152,T152,Emiliano Grillo,93,15.53,161,25,Y2016
T152,T152,Steve Marino,72,15.53,103,16,Y2016
154,154,Troy Merritt,77,15.52,116,18,Y2016
155,155,Stewart Cink,61,15.32,111,17,Y2016
156,156,D.A. Points,55,15.29,85,13,Y2016
157,157,Mark Hubbard,101,15.15,165,25,Y2016
158,158,Vijay Singh,72,14.96,127,19,Y2016
159,159,Jamie Lovemark,91,14.86,148,22,Y2016
160,160,Retief Goosen,55,14.67,75,11,Y2016
161,161,Ryan Palmer,86,14.65,157,23,Y2016
162,162,Graeme McDowell,63,14.46,83,12,Y2016
163,163,Billy Horschel,73,14.43,97,14,Y2016
T164,T164,Roberto Castro,97,14.38,153,22,Y2016
T164,T164,Scott Stallings,74,14.38,146,21,Y2016
166,166,Alex Cejka,71,14.29,105,15,Y2016
167,167,Thomas Aiken,70,14.13,92,13,Y2016
168,168,Cameron Smith,73,14.1,78,11,Y2016
169,169,Tyrone Van Aswegen,105,14.09,149,21,Y2016
170,170,Gary Woodland,95,14.08,142,20,Y2016
171,171,Jason Kokrak,89,14,150,21,Y2016
172,172,Brendon de Jonge,83,13.64,110,15,Y2016
173,173,Luke Donald,81,13.6,125,17,Y2016
174,174,Jim Herman,93,13.53,133,18,Y2016
175,175,Shawn Stefani,91,13.19,144,19,Y2016
176,176,Jim Furyk,52,12.94,85,11,Y2016
177,177,Derek Ernst,59,12.77,94,12,Y2016
178,178,John Huh,86,12.42,161,20,Y2016
179,179,Stuart Appleby,71,12,100,12,Y2016
180,180,Jerry Kelly,76,11.54,104,12,Y2016
181,181,Abraham Ancer,51,11.39,79,9,Y2016
182,182,Kevin Streelman,82,10.83,120,13,Y2016
183,183,Rory Sabbatini,57,10.61,66,7,Y2016
184,184,Brett Stegmaier,87,10.57,123,13,Y2016
185,185,Vaughn Taylor,72,10,150,15,Y2016
1,1,Hunter Mahan,88,30.63,111,34,Y2015
2,2,Jordan Spieth,91,27.89,147,41,Y2015
3,3,Jamie Donaldson,50,26.79,56,15,Y2015
4,4,Jimmy Walker,89,25.38,130,33,Y2015
5,5,Rickie Fowler,76,25.22,115,29,Y2015
6,6,Andrew Putnam,68,24.73,93,23,Y2015
7,7,Brian Stuard,97,24.71,170,42,Y2015
8,8,Billy Hurley III,83,24.43,131,32,Y2015
9,9,Justin Rose,69,24.18,91,22,Y2015
10,10,Willy Wilcox,58,24.05,79,19,Y2015
11,11,Stewart Cink,77,24,125,30,Y2015
12,12,Hudson Swafford,97,23.73,177,42,Y2015
T13,T13,Zac Blair,108,23.53,170,40,Y2015
T13,T13,Ernie Els,57,23.53,68,16,Y2015
15,15,Camilo Villegas,83,23.19,138,32,Y2015
T16,T16,Padraig Harrington,60,23.17,82,19,Y2015
T16,T16,Whee Kim,71,23.17,82,19,Y2015
18,18,Bryce Molder,91,22.89,166,38,Y2015
19,19,Kevin Na,98,22.83,127,29,Y2015
T20,T20,Blayne Barber,76,22.73,132,30,Y2015
T20,T20,Scott Pinckney,88,22.73,154,35,Y2015
22,22,Robert Streb,110,22.46,187,42,Y2015
23,23,Fabián Gómez,83,22.3,139,31,Y2015
24,24,David Hearn,97,22.16,167,37,Y2015
T25,T25,Andres Gonzales,90,22.08,154,34,Y2015
T25,T25,Steve Wheatcroft,87,22.08,154,34,Y2015
27,27,Adam Scott,51,22.06,68,15,Y2015
28,28,Erik Compton,86,22.05,127,28,Y2015
29,29,Kyle Reifers,96,22,150,33,Y2015
30,30,Martin Laird,77,21.99,141,31,Y2015
31,31,Henrik Stenson,63,21.95,82,18,Y2015
T32,T32,Colt Knost,90,21.94,155,34,Y2015
T32,T32,Cameron Tringale,96,21.94,155,34,Y2015
34,34,K.J. Choi,66,21.85,119,26,Y2015
35,35,Brian Davis,86,21.83,142,31,Y2015
36,36,Dustin Johnson,75,21.7,106,23,Y2015
37,37,Troy Merritt,91,21.53,144,31,Y2015
38,38,Ángel Cabrera,53,21.43,84,18,Y2015
39,39,Adam Hadwin,95,21.39,173,37,Y2015
40,40,Matt Jones,89,21.31,122,26,Y2015
41,41,Morgan Hoffmann,85,21.3,108,23,Y2015
42,42,Carl Pettersson,106,21.24,193,41,Y2015
43,43,Zach Johnson,90,21.23,146,31,Y2015
44,44,Russell Henley,87,21.19,151,32,Y2015
45,45,Aaron Baddeley,76,21.13,142,30,Y2015
46,46,Bubba Watson,71,21.1,109,23,Y2015
47,47,Brendan Steele,88,21.09,147,31,Y2015
48,48,Ricky Barnes,82,21.01,119,25,Y2015
49,49,Jhonattan Vegas,90,20.8,125,26,Y2015
T50,T50,Harris English,105,20.74,188,39,Y2015
T50,T50,Andrew Svoboda,80,20.74,135,28,Y2015
52,52,Jonas Blixt,78,20.69,87,18,Y2015
53,53,Kevin Chappell,86,20.67,150,31,Y2015
T54,T54,Brendon de Jonge,106,20.63,160,33,Y2015
T54,T54,Patrick Reed,103,20.63,126,26,Y2015
56,56,Jason Gore,76,20.61,131,27,Y2015
57,57,Shawn Stefani,94,20.57,175,36,Y2015
T58,T58,Paul Casey,87,20.51,117,24,Y2015
T58,T58,Robert Garrigus,70,20.51,117,24,Y2015
60,60,Webb Simpson,81,20.49,122,25,Y2015
61,61,Jason Dufner,76,20.48,83,17,Y2015
62,62,David Toms,62,20.47,127,26,Y2015
63,63,Billy Horschel,99,20.44,137,28,Y2015
64,64,George McNeill,93,20.22,178,36,Y2015
65,65,Ian Poulter,68,20.21,94,19,Y2015
66,66,Jonathan Byrd,69,20.2,99,20,Y2015
67,67,Francesco Molinari,56,20.19,104,21,Y2015
T68,T68,J.B. Holmes,89,20.18,114,23,Y2015
T68,T68,Ryan Palmer,80,20.18,109,22,Y2015
70,70,Bo Van Pelt,81,20.14,139,28,Y2015
71,71,William McGirt,103,20.1,194,39,Y2015
T72,T72,Justin Leonard,61,20,100,20,Y2015
T72,T72,Scott Stallings,60,20,95,19,Y2015
74,74,John Huh,102,19.89,176,35,Y2015
75,75,Chesson Hadley,101,19.87,156,31,Y2015
76,76,Matt Every,73,19.8,101,20,Y2015
77,77,Chris Kirk,76,19.79,96,19,Y2015
78,78,Scott Brown,97,19.73,147,29,Y2015
79,79,Ben Martin,93,19.64,168,33,Y2015
80,80,Patrick Rodgers,57,19.59,97,19,Y2015
81,81,Nick Watney,91,19.51,164,32,Y2015
82,82,Ken Duke,93,19.48,154,30,Y2015
83,83,Mark Hubbard,79,19.47,113,22,Y2015
84,84,Sam Saunders,83,19.4,134,26,Y2015
85,85,Scott Langley,94,19.35,155,30,Y2015
86,86,Sergio Garcia,59,19.3,57,11,Y2015
87,87,Tyrone Van Aswegen,58,19.28,83,16,Y2015
88,88,Charl Schwartzel,67,19.23,78,15,Y2015
89,89,Ryan Moore,81,19.2,125,24,Y2015
T90,T90,Charlie Beljan,76,19.15,94,18,Y2015
T90,T90,Brandt Snedeker,98,19.15,141,27,Y2015
T92,T92,Hideki Matsuyama,95,19.08,131,25,Y2015
T92,T92,Kevin Streelman,95,19.08,152,29,Y2015
94,94,Lee Westwood,56,19.05,63,12,Y2015
95,95,Greg Chalmers,58,18.84,69,13,Y2015
96,96,Alex Cejka,94,18.75,160,30,Y2015
97,97,Rory Sabbatini,81,18.6,129,24,Y2015
98,98,Jason Bohn,95,18.44,179,33,Y2015
99,99,Boo Weekley,79,18.42,114,21,Y2015
T100,T100,Tom Hoge,83,18.33,120,22,Y2015
T100,T100,D.A. Points,72,18.33,120,22,Y2015
102,102,Heath Slocum,57,18.29,82,15,Y2015
103,103,Chad Campbell,97,18.27,197,36,Y2015
104,104,Ryo Ishikawa,90,18.25,137,25,Y2015
T105,T105,Bill Haas,89,18.24,148,27,Y2015
T105,T105,Michael Putnam,87,18.24,148,27,Y2015
107,107,Martin Flores,95,18.13,160,29,Y2015
108,108,Jason Kokrak,88,18.05,133,24,Y2015
109,109,Scott Piercy,90,17.96,167,30,Y2015
T110,T110,Steven Alker,62,17.92,106,19,Y2015
T110,T110,Phil Mickelson,70,17.92,106,19,Y2015
112,112,Brooks Koepka,84,17.91,134,24,Y2015
113,113,Jim Herman,88,17.88,179,32,Y2015
114,114,Bill Lunde,50,17.86,84,15,Y2015
115,115,Nick Taylor,91,17.76,152,27,Y2015
116,116,Ben Crane,62,17.65,102,18,Y2015
117,117,Luke Guthrie,84,17.61,142,25,Y2015
118,118,Michael Thompson,83,17.56,131,23,Y2015
119,119,Tony Finau,106,17.51,177,31,Y2015
T120,T120,Oscar Fraustro,58,17.5,80,14,Y2015
T120,T120,Carlos Ortiz,100,17.5,160,28,Y2015
122,122,Cameron Percy,72,17.46,126,22,Y2015
123,123,Sangmoon Bae,98,17.22,180,31,Y2015
124,124,Chad Collins,79,17.21,122,21,Y2015
125,125,Kevin Kisner,104,17.19,192,33,Y2015
126,126,Derek Fathauer,81,17.16,134,23,Y2015
127,127,Pat Perez,96,16.88,154,26,Y2015
128,128,James Hahn,94,16.79,137,23,Y2015
T129,T129,Keegan Bradley,87,16.67,126,21,Y2015
T129,T129,Jerry Kelly,79,16.67,114,19,Y2015
131,131,Spencer Levin,99,16.58,193,32,Y2015
132,132,Sean O'Hair,86,16.56,151,25,Y2015
133,133,Luke Donald,71,16.5,103,17,Y2015
T134,T134,Gonzalo Fernandez-Castaño,81,16.41,128,21,Y2015
T134,T134,Vijay Singh,78,16.41,128,21,Y2015
136,136,Jeff Overton,94,16.35,159,26,Y2015
137,137,Jonathan Randolph,72,16.24,117,19,Y2015
T138,T138,Jon Curran,83,16.15,130,21,Y2015
T138,T138,Brendon Todd,96,16.15,161,26,Y2015
T140,T140,Eric Axley,57,16,100,16,Y2015
T140,T140,Daniel Summerhays,101,16,175,28,Y2015
142,142,Retief Goosen,81,15.97,119,19,Y2015
143,143,Matt Kuchar,97,15.94,138,22,Y2015
144,144,Jason Day,75,15.89,107,17,Y2015
145,145,Brice Garnett,81,15.87,126,20,Y2015
146,146,Russell Knox,96,15.79,152,24,Y2015
147,147,Steven Bowditch,103,15.7,172,27,Y2015
148,148,Graham DeLaet,65,15.65,115,18,Y2015
149,149,Max Homa,78,15.56,135,21,Y2015
T150,T150,John Merrick,78,15.38,104,16,Y2015
T150,T150,Nicholas Thompson,90,15.38,130,20,Y2015
152,152,Lucas Glover,79,15.23,151,23,Y2015
153,153,Charles Howell III,105,15,200,30,Y2015
154,154,Justin Thomas,106,14.65,198,29,Y2015
155,155,Andres Romero,69,14.61,89,13,Y2015
156,156,Marc Leishman,74,14.58,96,14,Y2015
157,157,David Lingmerth,90,14.52,124,18,Y2015
158,158,Louis Oosthuizen,68,14.44,90,13,Y2015
T159,T159,Davis Love III,51,14.29,91,13,Y2015
T159,T159,Mark Wilson,89,14.29,147,21,Y2015
161,161,Derek Ernst,75,14.05,121,17,Y2015
162,162,Chez Reavie,56,14.02,107,15,Y2015
163,163,Brian Harman,90,13.92,158,22,Y2015
164,164,Jim Furyk,71,13.74,131,18,Y2015
165,165,John Senden,80,13.54,96,13,Y2015
T166,T166,Seung-Yul Noh,65,13.46,104,14,Y2015
T166,T166,Tim Wilkinson,73,13.46,104,14,Y2015
168,168,Danny Lee,120,13.44,186,25,Y2015
169,169,Johnson Wagner,68,13.43,134,18,Y2015
170,170,Charley Hoffman,97,13.42,149,20,Y2015
171,171,Daniel Berger,97,13.33,180,24,Y2015
172,172,Alex Prugh,84,13.29,143,19,Y2015
173,173,Gary Woodland,81,12.63,95,12,Y2015
174,174,John Peterson,84,12.57,167,21,Y2015
175,175,Chris Stroud,84,12.4,129,16,Y2015
176,176,J.J. Henry,94,11.45,166,19,Y2015
177,177,Greg Owen,58,11.39,79,9,Y2015
178,178,Roger Sloan,56,11.25,80,9,Y2015
179,179,Roberto Castro,54,11.11,72,8,Y2015
180,180,Robert Allenby,63,11,100,11,Y2015
181,181,Byron Smith,59,10.48,105,11,Y2015
182,182,Jim Renner,68,9.38,96,9,Y2015
183,183,Sung Joon Park,79,9.3,129,12,Y2015
184,184,Geoff Ogilvy,50,8.7,69,6,Y2015
1,1,Matt Every,85,32.86,140,46,Y2014
2,2,Lee Westwood,57,29.85,67,20,Y2014
3,3,Bubba Watson,76,28.45,116,33,Y2014
4,4,Ryo Ishikawa,75,28.1,121,34,Y2014
5,5,Charl Schwartzel,64,27.83,115,32,Y2014
6,6,Aaron Baddeley,74,27.18,103,28,Y2014
7,7,Marc Leishman,81,26.45,121,32,Y2014
8,8,Andres Romero,81,25.34,146,37,Y2014
9,9,Michael Thompson,74,25,108,27,Y2014
10,10,Morgan Hoffmann,103,24.86,185,46,Y2014
11,11,Matt Kuchar,91,24.57,175,43,Y2014
12,12,Andrew Loupe,65,23.66,93,22,Y2014
13,13,D.H. Lee,54,23.6,89,21,Y2014
T14,T14,Sangmoon Bae,76,23.53,102,24,Y2014
T14,T14,Brad Fritsch,50,23.53,68,16,Y2014
T16,T16,Jason Day,54,23.33,60,14,Y2014
T16,T16,Jordan Spieth,102,23.33,150,35,Y2014
18,18,Roberto Castro,76,23.3,103,24,Y2014
19,19,Brian Davis,93,23.24,142,33,Y2014
T20,T20,"Ted Potter, Jr.",68,23.15,108,25,Y2014
T20,T20,Wes Roach,67,23.15,108,25,Y2014
22,22,Ryan Moore,86,22.83,127,29,Y2014
23,23,Russell Knox,92,22.7,163,37,Y2014
24,24,Brice Garnett,92,22.56,133,30,Y2014
25,25,Rory McIlroy,66,22.47,89,20,Y2014
26,26,Brandt Snedeker,89,22.46,138,31,Y2014
27,27,Chris Stroud,88,22.3,148,33,Y2014
28,28,Daniel Summerhays,98,22.22,171,38,Y2014
29,29,Henrik Stenson,56,22.03,59,13,Y2014
30,30,Justin Rose,70,21.95,82,18,Y2014
31,31,Danny Lee,84,21.88,128,28,Y2014
32,32,James Driscoll,71,21.82,110,24,Y2014
33,33,Brian Stuard,91,21.62,148,32,Y2014
34,34,Graeme McDowell,66,21.5,107,23,Y2014
T35,T35,Jonathan Byrd,76,21.37,117,25,Y2014
T35,T35,Robert Streb,75,21.37,131,28,Y2014
37,37,Stuart Appleby,92,21.33,150,32,Y2014
38,38,Martin Kaymer,65,21.28,94,20,Y2014
39,39,Keegan Bradley,89,21.26,127,27,Y2014
T40,T40,Matt Jones,83,21.05,95,20,Y2014
T40,T40,Mike Weir,69,21.05,95,20,Y2014
42,42,Brendon de Jonge,109,20.93,172,36,Y2014
43,43,Ryan Palmer,85,20.9,134,28,Y2014
T44,T44,Robert Allenby,83,20.86,163,34,Y2014
T44,T44,Bill Haas,107,20.86,139,29,Y2014
46,46,Luke Guthrie,85,20.78,154,32,Y2014
47,47,J.B. Holmes,86,20.73,164,34,Y2014
48,48,K.J. Choi,80,20.59,136,28,Y2014
49,49,Charley Hoffman,93,20.57,141,29,Y2014
50,50,Richard Lee,80,20.56,107,22,Y2014
T51,T51,Greg Chalmers,85,20.55,146,30,Y2014
T51,T51,Brooks Koepka,56,20.55,73,15,Y2014
53,53,Kevin Na,94,20.27,148,30,Y2014
54,54,Chris Kirk,105,20.25,163,33,Y2014
55,55,Justin Leonard,75,20.2,99,20,Y2014
56,56,Jason Kokrak,65,20.18,109,22,Y2014
57,57,Heath Slocum,71,20.15,134,27,Y2014
58,58,Ricky Barnes,92,20.14,139,28,Y2014
T59,T59,David Lingmerth,80,20,120,24,Y2014
T59,T59,Phil Mickelson,71,20,85,17,Y2014
T59,T59,Ian Poulter,57,20,75,15,Y2014
T59,T59,Camilo Villegas,95,20,160,32,Y2014
63,63,Geoff Ogilvy,84,19.85,131,26,Y2014
64,64,Russell Henley,92,19.75,157,31,Y2014
65,65,Adam Scott,68,19.64,112,22,Y2014
66,66,Kevin Kisner,85,19.49,118,23,Y2014
67,67,Jimmy Walker,98,19.38,129,25,Y2014
68,68,Tyrone Van Aswegen,79,19.18,146,28,Y2014
69,69,Brendon Todd,108,19.15,188,36,Y2014
70,70,Ben Crane,81,19.11,157,30,Y2014
71,71,Davis Love III,74,19.09,110,21,Y2014
72,72,Pat Perez,84,19.08,131,25,Y2014
73,73,Patrick Reed,92,18.92,111,21,Y2014
74,74,Paul Casey,56,18.84,69,13,Y2014
75,75,John Senden,99,18.83,154,29,Y2014
T76,T76,Ernie Els,85,18.8,117,22,Y2014
T76,T76,Troy Merritt,62,18.8,117,22,Y2014
78,78,David Hearn,97,18.79,149,28,Y2014
79,79,Ben Curtis,77,18.75,112,21,Y2014
80,80,Ángel Cabrera,69,18.71,139,26,Y2014
81,81,Charlie Beljan,76,18.66,134,25,Y2014
82,82,Ben Martin,80,18.64,118,22,Y2014
83,83,Brian Gay,81,18.63,102,19,Y2014
84,84,Carl Pettersson,91,18.62,188,35,Y2014
85,85,Kevin Streelman,79,18.58,113,21,Y2014
86,86,Jamie Lovemark,64,18.52,81,15,Y2014
87,87,Sergio Garcia,61,18.46,65,12,Y2014
88,88,Rory Sabbatini,82,18.44,141,26,Y2014
89,89,Zach Johnson,97,18.29,175,32,Y2014
90,90,Brendan Steele,89,18.25,137,25,Y2014
91,91,Johnson Wagner,69,18.1,116,21,Y2014
92,92,Hudson Swafford,75,17.76,107,19,Y2014
T93,T93,Jonas Blixt,64,17.72,79,14,Y2014
T93,T93,Jason Dufner,57,17.72,79,14,Y2014
95,95,Sean O'Hair,77,17.69,130,23,Y2014
96,96,Charles Howell III,106,17.68,181,32,Y2014
97,97,William McGirt,96,17.58,165,29,Y2014
T98,T98,Stewart Cink,91,17.54,114,20,Y2014
T98,T98,Jeff Overton,80,17.54,114,20,Y2014
100,100,Luke Donald,57,17.53,97,17,Y2014
T101,T101,Jason Bohn,81,17.52,137,24,Y2014
T101,T101,Scott Stallings,77,17.52,137,24,Y2014
103,103,Erik Compton,88,17.42,132,23,Y2014
104,104,Kevin Chappell,100,17.39,184,32,Y2014
105,105,Martin Flores,85,17.32,127,22,Y2014
106,106,Robert Garrigus,80,17.22,151,26,Y2014
107,107,Tim Wilkinson,86,17.19,128,22,Y2014
108,108,Dustin Johnson,58,17.07,82,14,Y2014
109,109,Trevor Immelman,84,17.05,129,22,Y2014
110,110,David Toms,64,16.96,112,19,Y2014
111,111,Graham DeLaet,80,16.94,124,21,Y2014
112,112,Bud Cauley,56,16.87,83,14,Y2014
113,113,Hunter Mahan,88,16.78,143,24,Y2014
114,114,Cameron Tringale,111,16.75,209,35,Y2014
T115,T115,Briny Baird,50,16.67,78,13,Y2014
T115,T115,Freddie Jacobson,91,16.67,162,27,Y2014
117,117,Webb Simpson,87,16.54,133,22,Y2014
118,118,Ken Duke,80,16.53,121,20,Y2014
119,119,Billy Horschel,92,16.46,164,27,Y2014
120,120,Jim Furyk,84,16.42,134,22,Y2014
121,121,Derek Ernst,80,16.41,128,21,Y2014
122,122,Rickie Fowler,91,16.35,104,17,Y2014
123,123,Billy Hurley III,86,16.18,136,22,Y2014
T124,T124,James Hahn,82,16.15,161,26,Y2014
T124,T124,Seung-Yul Noh,92,16.15,130,21,Y2014
T124,T124,Gary Woodland,93,16.15,130,21,Y2014
127,127,Retief Goosen,94,15.89,151,24,Y2014
128,128,Justin Hicks,103,15.87,189,30,Y2014
129,129,Steven Bowditch,93,15.86,145,23,Y2014
130,130,Scott Langley,95,15.79,171,27,Y2014
131,131,Chad Collins,78,15.74,108,17,Y2014
132,132,Jeff Maggert,54,15.73,89,14,Y2014
133,133,Gonzalo Fernandez-Castaño,83,15.7,121,19,Y2014
134,134,Tommy Gainey,73,15.69,102,16,Y2014
135,135,Tim Clark,75,15.63,128,20,Y2014
136,136,Nicholas Thompson,85,15.6,141,22,Y2014
137,137,Michael Putnam,106,15.57,167,26,Y2014
138,138,John Huh,87,15.45,123,19,Y2014
139,139,Brian Harman,111,15.42,201,31,Y2014
140,140,Vijay Singh,83,15.38,156,24,Y2014
141,141,Jhonattan Vegas,77,15.24,105,16,Y2014
142,142,John Rollins,84,15.2,125,19,Y2014
143,143,Kevin Tway,64,15.15,99,15,Y2014
144,144,George McNeill,79,15.13,152,23,Y2014
145,145,Spencer Levin,59,15.12,86,13,Y2014
146,146,Louis Oosthuizen,50,15.09,53,8,Y2014
147,147,Jerry Kelly,80,14.96,127,19,Y2014
148,148,John Peterson,62,14.95,107,16,Y2014
149,149,Chesson Hadley,84,14.88,121,18,Y2014
150,150,D.A. Points,75,14.78,115,17,Y2014
151,151,Lucas Glover,68,14.58,96,14,Y2014
152,152,J.J. Henry,91,14.55,165,24,Y2014
153,153,Bryce Molder,77,14.52,124,18,Y2014
T154,T154,Bo Van Pelt,83,14.4,125,18,Y2014
T154,T154,Y.E. Yang,79,14.4,125,18,Y2014
T156,T156,Harris English,95,14.29,154,22,Y2014
T156,T156,Kyle Stanley,87,14.29,154,22,Y2014
158,158,Scott Brown,100,13.87,173,24,Y2014
159,159,Charlie Wi,72,13.79,116,16,Y2014
160,160,Andrew Svoboda,77,13.43,134,18,Y2014
161,161,Josh Teater,90,13.38,157,21,Y2014
162,162,Will MacKenzie,82,13.33,135,18,Y2014
163,163,John Merrick,87,13.22,174,23,Y2014
164,164,Chad Campbell,57,13.04,115,15,Y2014
165,165,Shawn Stefani,60,12.98,131,17,Y2014
166,166,Hideki Matsuyama,82,12.84,109,14,Y2014
167,167,Mark Wilson,69,12.8,125,16,Y2014
168,168,Nick Watney,80,12.79,86,11,Y2014
169,169,Jim Herman,62,12.5,80,10,Y2014
170,170,Willy Wilcox,51,12.2,82,10,Y2014
171,171,Bronson La'Cassie,51,12.16,74,9,Y2014
172,172,Martin Laird,66,11.63,86,10,Y2014
173,173,Woody Austin,63,11.11,108,12,Y2014
174,174,Boo Weekley,73,10.71,112,12,Y2014
175,175,Troy Matteson,62,8.16,98,8,Y2014
176,176,Kevin Stadler,90,8.03,137,11,Y2014
177,177,Jim Renner,61,7.22,97,7,Y2014
